difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.424,0.482,66,personal,home,09:30,2.5,63.5
0.725,0.512,75,personal,home,13:00,-1.0,72.8
0.133,0.247,11,errand,home,18:00,-3.0,0.0
0.45,0.481,48,study,home,,-1,58.9
0.259,0.384,42,errand,outdoor,11:30,4.5,59.5
0.126,0.276,43,errand,store,21:45,10.75,41.0
0.23,0.465,35,work,cafe,15:00,-1.0,40.6
0.774,0.167,57,personal,store,12:00,3.0,59.3
0.148,0.658,57,study,office,19:30,-1.5,0.0
0.047,0.418,48,personal,home,21:18,8.3,30.5
0.663,0.745,41,work,office,,-1,60.1
0.319,0.0,71,personal,cafe,,-1,61.7
0.481,0.524,81,study,cafe,,-1,93.3
0.457,0.437,108,work,home,12:18,-2.7,0.0
0.322,0.622,49,work,home,,-1,47.1
0.21,0.362,55,personal,cafe,,-1,55.8
0.366,0.445,36,errand,home,,-1,28.3
0.174,0.411,45,personal,cafe,,-1,43.2
0.561,0.505,88,personal,store,,-1,86.0
0.583,0.0,125,social,home,,-1,108.4
0.425,0.188,171,social,home,09:15,-2.75,0.0
0.329,0.322,50,work,cafe,,-1,60.9
0.414,0.505,106,study,home,,-1,109.4
0.839,0.813,36,health,home,,-1,56.9
0.711,0.685,112,study,office,21:15,15.25,140.3
0.436,0.424,129,social,home,,-1,138.9
1.0,1.0,49,health,home,16:18,-5.7,0.0
0.462,0.634,17,errand,outdoor,09:45,3.75,39.3
0.355,0.337,52,health,gym,10:45,2.75,76.4
0.951,0.473,35,health,outdoor,21:45,15.75,80.3
0.674,0.574,65,study,cafe,21:30,4.5,75.9
0.4,0.649,35,errand,store,,-1,37.0
0.622,0.684,29,health,gym,17:30,-4.5,0.0
0.807,0.74,33,work,office,,-1,61.2
0.762,0.881,92,work,home,19:30,4.5,125.1
0.286,0.706,85,study,cafe,14:15,-4.75,0.0
0.412,0.52,77,personal,cafe,11:15,-10.75,0.0
0.667,0.387,53,work,cafe,22:30,9.5,71.4
0.401,0.364,37,personal,home,10:00,0.0,0.0
0.407,0.111,109,social,outdoor,,-1,124.9
0.365,0.333,55,work,office,16:18,-3.7,0.0
0.263,0.824,105,work,office,22:15,6.25,122.9
1.0,0.358,54,work,office,12:00,-10.0,0.0
0.702,0.289,39,work,home,16:15,10.25,46.1
0.771,0.542,117,work,home,23:18,14.3,168.9
0.585,0.455,63,social,home,22:45,3.75,66.2
0.326,0.737,33,health,gym,08:18,0.3,39.7
0.416,0.435,74,personal,cafe,,-1,74.7
0.383,0.492,74,personal,store,,-1,79.1
0.45,0.314,16,errand,store,14:18,2.3,21.4
0.694,0.507,105,study,office,15:15,-3.75,0.0
0.649,0.569,93,study,cafe,,-1,107.9
0.619,0.115,75,personal,home,,-1,61.3
0.305,0.864,30,work,home,12:45,-9.25,0.0
0.11,0.45,30,errand,outdoor,,-1,48.1
0.393,0.767,84,work,home,,-1,99.7
0.808,0.913,62,work,office,,-1,113.0
0.497,0.584,114,social,home,21:00,3.0,106.6
0.722,0.675,39,work,cafe,13:18,-1.7,0.0
0.711,0.961,113,work,home,,-1,151.9
0.482,0.42,84,work,home,08:18,-11.7,0.0
0.313,0.962,43,health,outdoor,,-1,78.4
0.229,0.734,72,personal,cafe,10:00,-6.0,0.0
0.0,0.39,41,errand,home,,-1,30.7
0.336,0.082,74,work,cafe,09:15,-12.75,0.0
0.567,0.588,31,work,office,11:18,-9.7,0.0
0.364,0.337,22,errand,home,17:45,1.75,21.9
0.53,0.69,37,health,outdoor,,-1,70.1
0.585,0.567,70,work,home,,-1,80.9
0.595,0.44,77,work,office,10:30,2.5,100.6
0.593,0.761,56,health,gym,16:15,-4.75,0.0
0.495,0.597,38,work,office,,-1,54.0
0.724,0.623,95,work,home,16:15,-2.75,0.0
0.775,0.247,92,work,cafe,19:18,6.3,126.9
0.693,0.582,59,health,outdoor,08:18,-9.7,0.0
0.863,0.71,95,work,home,12:18,6.3,125.0
0.33,0.419,74,personal,store,,-1,68.4
0.7,0.769,73,work,home,10:00,-8.0,0.0
0.495,0.615,18,personal,store,,-1,26.3
0.394,0.269,82,personal,home,,-1,72.2
0.232,0.653,53,work,cafe,10:45,-7.25,0.0
0.646,0.561,111,work,office,22:45,6.75,136.6
0.796,0.716,120,social,home,,-1,153.5
0.225,0.451,90,social,home,19:45,11.75,80.2
0.0,0.306,80,personal,cafe,,-1,58.9
0.151,0.383,13,errand,store,12:45,-4.25,0.0
0.475,0.613,50,work,office,,-1,69.2
0.262,0.555,30,personal,store,,-1,35.7
0.214,0.671,102,study,office,09:18,-5.7,0.0
0.3,0.493,41,study,cafe,18:18,6.3,50.1
0.569,0.519,14,errand,store,08:30,-10.5,0.0
0.574,0.365,48,work,home,,-1,47.3
0.409,0.656,92,work,office,,-1,108.3
0.662,0.538,73,study,office,,-1,95.9
0.347,0.28,14,errand,outdoor,21:15,10.25,40.3
0.557,0.302,23,errand,home,15:15,-2.75,0.0
0.853,0.628,104,study,office,14:15,-1.75,0.0
0.378,0.481,145,social,outdoor,19:45,10.75,174.2
0.32,0.892,80,study,cafe,11:45,5.75,95.0
0.307,0.382,163,social,outdoor,,-1,176.8
0.507,0.475,32,personal,store,21:18,13.3,43.0
0.537,0.478,119,study,office,,-1,145.7
0.134,0.0,146,social,cafe,22:30,10.5,114.4
0.251,0.259,112,study,office,,-1,126.5
0.543,0.556,130,social,home,,-1,132.8
0.442,0.879,72,study,home,,-1,86.3
0.602,0.642,57,study,office,,-1,69.3
0.034,0.58,111,work,home,,-1,96.6
0.836,0.827,31,health,gym,23:15,1.25,69.4
0.108,0.029,74,social,outdoor,11:15,-3.75,0.0
0.7,0.477,43,work,home,,-1,56.2
0.642,0.798,34,health,gym,,-1,59.3
0.202,0.482,113,social,outdoor,,-1,119.0
0.246,0.308,31,personal,home,,-1,27.0
0.649,0.457,17,personal,home,21:30,8.5,15.9
0.214,0.739,37,personal,home,,-1,33.3
0.259,0.445,70,personal,store,11:00,-9.0,0.0
0.561,0.399,100,study,office,,-1,124.9
0.571,0.655,54,work,cafe,,-1,66.1
0.563,0.632,172,social,cafe,,-1,191.8
0.347,0.0,58,personal,cafe,,-1,58.0
0.465,0.923,45,health,gym,,-1,81.1
0.318,0.408,126,social,cafe,16:45,4.75,135.2
0.639,0.344,76,study,cafe,,-1,95.2
0.0,0.363,161,social,outdoor,09:18,1.3,120.8
0.23,0.191,60,personal,home,,-1,45.2
0.624,0.225,61,personal,cafe,,-1,64.4
0.0,0.512,82,personal,home,,-1,65.0
0.336,0.17,38,personal,home,,-1,28.0
0.651,0.495,88,work,office,,-1,110.6
1.0,0.405,64,work,office,,-1,113.5
0.906,0.529,83,work,home,,-1,118.3
0.523,0.294,105,study,home,12:18,0.3,0.0
0.173,0.238,23,personal,cafe,09:00,-8.0,0.0
0.078,0.817,68,work,cafe,12:18,-8.7,0.0
0.098,0.721,78,personal,home,,-1,54.7
0.249,0.633,48,personal,home,,-1,38.2
0.519,0.393,53,work,cafe,,-1,64.1
0.523,0.0,53,study,home,16:30,8.5,43.8
0.613,0.388,77,study,office,,-1,94.2
0.343,0.27,83,study,home,,-1,83.4
0.792,0.47,96,study,cafe,,-1,133.5
0.15,0.208,61,personal,store,,-1,43.9
0.45,0.221,117,social,home,08:00,-3.0,0.0
0.673,0.835,72,study,cafe,11:30,-4.5,0.0
0.287,0.672,110,study,home,20:15,-1.75,0.0
0.48,0.474,107,work,home,10:30,3.5,112.4
1.0,0.443,29,health,home,22:15,1.25,45.7
0.144,0.248,40,errand,outdoor,,-1,62.2
1.0,0.563,70,work,home,10:00,-1.0,111.3
0.321,0.525,124,social,outdoor,18:00,12.0,142.5
0.426,0.049,27,personal,store,,-1,27.7
0.666,0.567,49,work,home,12:30,1.5,56.4
0.519,0.335,15,errand,home,10:45,1.75,11.6
0.827,0.641,36,work,cafe,,-1,53.4
0.411,0.256,62,personal,store,,-1,65.0
0.584,0.573,44,errand,home,,-1,39.7
0.169,0.462,160,social,cafe,11:45,-6.25,0.0
0.047,0.155,45,errand,home,23:30,14.5,33.2
0.294,0.621,79,study,home,23:15,7.25,85.7
0.544,0.819,36,health,gym,10:18,-3.7,0.0
0.14,0.214,68,personal,home,,-1,49.9
0.522,0.656,76,work,office,11:45,-0.25,0.0
0.674,0.0,84,social,outdoor,,-1,112.1
0.028,0.433,30,errand,home,,-1,22.0
0.875,0.465,117,work,home,,-1,162.1
0.462,0.697,53,health,outdoor,23:45,15.75,89.7
0.149,0.221,28,errand,home,,-1,26.6
0.366,0.0,32,personal,home,,-1,21.3
0.58,0.511,117,work,office,16:30,-2.5,0.0
0.243,0.265,46,personal,home,18:18,8.3,39.3
0.287,0.831,112,study,cafe,,-1,130.0
0.606,0.714,55,health,home,22:00,12.0,61.8
0.451,0.429,58,personal,store,12:45,2.75,65.4
0.837,0.831,85,work,cafe,08:30,-13.5,0.0
0.38,0.511,97,work,home,,-1,97.2
0.389,0.649,112,study,cafe,08:00,-1.0,121.6
0.256,0.586,43,health,outdoor,,-1,67.4
0.275,0.24,15,personal,home,19:00,2.0,9.2
0.331,0.781,29,health,gym,,-1,53.3
0.862,0.397,50,study,home,15:15,2.25,59.5
0.303,0.699,36,study,home,,-1,33.3
0.737,0.396,33,health,outdoor,19:18,1.3,65.0
0.496,0.351,49,personal,store,,-1,53.5
0.444,0.315,65,personal,store,13:15,-4.75,0.0
0.552,0.853,36,health,gym,,-1,64.4
0.858,0.449,25,errand,outdoor,11:30,-5.5,0.0
0.483,0.216,157,social,cafe,13:18,-1.7,0.0
0.248,0.523,28,errand,outdoor,22:45,2.75,53.3
0.334,0.278,27,personal,home,10:30,0.5,21.5
0.0,0.298,35,errand,home,,-1,21.4
0.82,0.529,93,work,cafe,09:18,-11.7,0.0
0.534,0.433,63,personal,cafe,11:18,-10.7,0.0
0.603,0.484,79,personal,store,,-1,77.2
0.446,0.57,16,errand,home,11:45,-2.25,0.0
0.573,0.591,115,study,cafe,23:30,5.5,126.9
0.382,0.776,86,work,office,12:00,5.0,112.4
0.487,0.483,119,work,home,,-1,127.1
0.543,0.916,113,study,office,16:00,5.0,145.6
0.565,0.799,32,work,home,,-1,31.5
0.819,0.825,108,work,cafe,20:15,1.25,148.6
0.396,0.334,31,errand,store,11:15,0.25,29.1
0.327,0.78,78,personal,store,,-1,78.6
0.327,0.423,19,errand,outdoor,18:30,-2.5,0.0
0.31,0.627,46,health,gym,,-1,68.5
0.151,0.056,34,errand,outdoor,15:15,9.25,49.1
0.4,0.383,42,errand,outdoor,,-1,65.2
0.193,0.374,122,social,cafe,22:15,16.25,113.0
0.331,0.708,115,work,office,08:30,-12.5,0.0
0.56,0.55,80,study,office,09:30,-8.5,0.0
0.382,0.982,54,personal,cafe,21:45,12.75,63.4
0.343,0.726,39,work,home,,-1,40.3
0.627,0.49,109,work,cafe,18:30,3.5,128.7
0.209,0.639,28,personal,cafe,,-1,33.4
0.669,0.686,54,health,gym,08:18,-2.7,0.0
0.762,0.696,58,personal,cafe,20:30,2.5,68.9
0.33,0.11,91,social,home,,-1,79.1
0.735,0.0,93,social,outdoor,,-1,112.6
0.187,0.52,135,social,outdoor,14:15,-7.75,0.0
0.412,0.621,34,personal,store,,-1,41.7
0.402,1.0,61,work,office,16:15,8.25,94.1
0.62,0.224,54,personal,cafe,09:00,-1.0,53.1
0.438,0.384,76,study,office,17:30,7.5,88.9
0.49,0.329,89,study,home,17:00,9.0,87.1
0.468,0.534,80,work,cafe,,-1,86.4
0.427,0.494,41,personal,home,,-1,34.6
0.054,0.57,67,personal,store,10:15,-3.75,0.0
0.488,0.443,77,personal,home,20:45,6.75,62.8
0.185,0.632,52,work,home,11:30,0.5,37.0
0.442,0.595,37,study,cafe,12:18,5.3,45.5
0.634,0.34,156,social,outdoor,,-1,193.2
0.593,0.819,89,study,cafe,19:30,12.5,107.8
0.575,0.439,17,errand,outdoor,,-1,41.5
0.396,0.092,87,social,home,,-1,77.8
0.616,0.671,61,work,office,18:00,-2.0,0.0
0.4,0.78,117,work,home,,-1,133.4
0.608,0.512,91,study,office,17:45,-1.25,0.0
0.554,0.735,89,work,office,20:15,10.25,111.2
0.569,0.58,50,personal,home,13:00,2.0,42.4
0.181,0.352,17,errand,store,,-1,26.0
0.551,0.549,33,study,office,,-1,47.4
0.301,0.418,109,work,cafe,09:18,2.3,121.4
0.442,0.602,71,work,home,14:18,7.3,69.9
0.355,0.444,77,study,home,15:15,-2.75,0.0
0.635,0.521,20,health,home,11:15,-7.75,0.0
0.396,0.269,25,personal,home,09:15,-11.75,0.0
0.234,0.338,21,errand,store,,-1,29.2
0.231,0.294,58,study,office,,-1,67.7
0.265,0.394,17,personal,store,,-1,17.9
0.272,0.284,27,personal,cafe,10:00,3.0,37.7
0.462,0.412,13,errand,home,,-1,16.7
0.454,0.268,102,study,office,10:45,1.75,116.5
0.524,0.591,57,personal,home,17:00,8.0,48.5
0.369,0.891,92,study,cafe,16:45,1.75,119.2
0.249,0.62,111,work,home,14:30,-2.5,0.0
0.129,0.334,54,study,cafe,20:00,4.0,54.8
0.542,0.827,101,work,home,19:00,3.0,131.5
0.705,0.504,86,work,cafe,15:45,-6.25,0.0
0.684,0.654,56,health,home,,-1,73.2
0.667,0.684,39,study,office,23:30,10.5,64.2
0.085,0.627,43,errand,outdoor,,-1,57.5
0.221,0.681,16,errand,outdoor,11:00,4.0,36.4
0.542,0.471,19,personal,store,11:30,-1.5,0.0
0.262,0.442,104,work,home,,-1,104.3
0.454,0.597,70,work,office,14:18,0.3,0.0
0.45,0.317,27,errand,outdoor,,-1,48.6
0.577,0.364,85,work,cafe,21:00,6.0,99.3
0.573,0.478,89,study,office,19:30,3.5,111.4
0.255,0.245,48,study,home,21:15,7.25,50.1
0.588,0.596,44,study,home,,-1,42.7
0.868,0.498,86,work,home,,-1,118.7
0.373,0.659,117,study,home,23:30,1.5,101.3
0.141,0.891,11,errand,store,20:30,2.5,23.3
0.0,0.744,119,work,home,20:00,12.0,96.9
0.043,0.512,10,errand,home,,-1,10.8
0.135,0.862,92,work,cafe,,-1,103.3
0.405,0.678,80,work,home,18:00,12.0,87.6
0.555,0.398,23,health,gym,,-1,46.6
0.327,0.712,105,work,office,,-1,123.6
0.268,0.534,56,study,home,16:45,-2.25,0.0
0.153,0.051,16,errand,store,,-1,21.6
0.629,0.734,32,health,gym,12:15,-9.75,0.0
0.0,0.509,35,errand,home,,-1,23.7
0.283,0.92,89,personal,home,,-1,77.1
0.576,0.495,34,work,cafe,,-1,47.8
0.249,0.71,55,personal,store,,-1,55.2
0.27,0.203,18,errand,store,,-1,24.2
0.372,0.627,107,study,office,,-1,121.7
0.665,0.208,23,errand,home,,-1,18.0
0.139,0.216,39,errand,store,14:45,-1.25,0.0
0.468,0.564,114,work,office,21:30,3.5,149.8
0.701,0.944,68,study,office,,-1,105.4
0.388,0.413,15,errand,store,,-1,31.9
0.671,0.411,167,social,outdoor,17:18,1.3,148.7
0.531,0.684,65,study,office,14:45,3.75,80.6
0.195,0.602,83,social,home,08:00,-9.0,0.0
0.83,0.245,85,work,office,,-1,120.1
0.581,0.798,47,health,outdoor,23:15,14.25,84.7
0.686,0.489,79,work,cafe,08:00,-5.0,0.0
0.427,0.897,48,health,gym,,-1,84.3
0.415,0.439,88,social,cafe,,-1,108.3
0.582,0.456,78,study,office,,-1,103.6
0.365,0.664,111,work,home,,-1,111.3
0.425,0.685,105,work,home,21:00,-1.0,115.6
0.571,0.287,23,errand,store,13:15,-4.75,0.0
0.633,0.912,22,health,outdoor,18:15,12.25,56.9
0.468,0.869,90,work,office,,-1,130.1
0.678,0.234,36,study,home,,-1,39.5
0.42,0.929,82,study,office,,-1,109.6
0.421,0.438,150,social,home,23:15,8.25,156.6
0.348,0.368,47,work,office,23:15,15.25,68.3
0.881,0.708,111,work,office,,-1,179.6
0.599,0.701,50,work,office,,-1,69.4
0.275,0.283,105,social,outdoor,,-1,122.3
0.22,0.308,74,study,home,,-1,71.3
0.236,0.683,53,work,cafe,,-1,60.0
0.741,0.626,119,study,office,20:18,2.3,159.8
0.598,0.72,97,work,office,13:15,-8.75,0.0
0.637,0.819,30,study,cafe,21:18,7.3,44.6
0.585,0.573,66,work,office,10:45,-2.25,0.0
0.618,0.753,22,health,home,14:45,8.75,24.6
0.69,0.85,34,work,home,,-1,46.5
0.0,0.472,27,errand,home,,-1,12.8
0.851,0.275,161,social,home,,-1,203.6
0.26,0.838,119,study,cafe,17:30,-0.5,0.0
0.425,0.625,103,work,office,20:18,6.3,126.4
0.677,0.529,119,work,home,17:00,11.0,141.2
0.507,0.499,43,errand,store,09:15,-3.75,0.0
0.206,0.256,66,personal,cafe,,-1,62.0
0.243,0.21,35,errand,outdoor,23:15,17.25,59.5
0.803,0.499,44,study,office,08:18,-10.7,0.0
0.0,0.0,47,personal,home,,-1,26.9
0.496,0.48,81,study,home,17:45,8.75,86.1
0.625,0.586,26,health,outdoor,13:45,-6.25,0.0
0.627,0.549,52,health,outdoor,,-1,82.2
0.291,0.401,43,errand,home,,-1,33.7
0.439,0.603,162,social,outdoor,15:30,-5.5,0.0
0.518,0.609,35,study,home,,-1,40.0
0.557,0.491,108,study,cafe,,-1,115.9
0.036,0.538,26,errand,outdoor,15:30,-0.5,0.0
0.172,0.491,18,personal,store,16:30,-3.5,0.0
0.228,0.365,146,social,cafe,,-1,147.8
0.395,0.448,39,personal,home,11:00,5.0,28.9
0.289,0.409,99,study,home,,-1,88.7
0.494,0.576,71,personal,cafe,,-1,75.0
0.784,0.206,22,personal,store,10:45,-6.25,0.0
0.771,0.534,55,work,office,,-1,89.0
0.737,0.743,38,health,home,,-1,46.7
0.503,0.79,102,work,home,19:45,4.75,115.5
0.386,0.695,45,personal,cafe,18:45,9.75,47.0
0.335,0.653,54,health,outdoor,,-1,84.0
0.274,0.353,27,personal,store,,-1,34.6
0.763,0.677,63,social,cafe,22:15,12.25,79.4
0.382,0.507,85,personal,home,23:15,12.25,79.2
0.481,0.615,13,errand,outdoor,16:15,-5.75,0.0
0.329,0.53,52,health,home,,-1,60.8
0.88,0.584,82,study,cafe,,-1,120.4
0.806,0.56,81,study,office,23:18,8.3,115.2
0.272,0.487,55,personal,cafe,08:15,-8.75,0.0
0.412,0.557,40,health,home,17:15,4.25,45.5
0.358,0.277,22,errand,outdoor,19:00,3.0,44.2
0.359,0.457,58,personal,home,,-1,52.0
0.511,0.465,127,social,outdoor,23:30,9.5,157.3
0.815,0.532,94,work,cafe,,-1,131.1
0.433,0.541,103,work,office,,-1,119.7
0.395,1.0,43,health,outdoor,,-1,86.2
0.455,0.505,51,study,office,,-1,69.2
0.087,0.441,50,work,cafe,18:00,6.0,64.8
0.102,0.948,13,errand,home,,-1,10.6
0.222,0.251,43,errand,outdoor,,-1,62.5
0.405,0.333,89,social,cafe,23:15,13.25,90.0
0.798,0.553,33,personal,cafe,,-1,47.6
0.335,0.422,38,work,office,,-1,58.5
0.242,0.865,110,study,home,12:00,3.0,127.8
0.029,0.645,46,personal,cafe,,-1,42.6
0.473,0.489,91,work,office,17:15,11.25,114.9
0.477,0.9,24,health,outdoor,22:30,8.5,61.0
0.559,0.53,69,social,home,,-1,72.1
0.237,0.324,27,errand,outdoor,23:18,15.3,47.8
0.497,0.549,33,errand,outdoor,,-1,49.3
0.417,0.235,61,personal,home,17:30,-2.5,0.0
0.122,0.0,14,errand,outdoor,19:15,7.25,35.1
0.447,0.489,43,work,office,22:18,13.3,62.1
0.351,0.43,60,study,office,12:15,-8.75,0.0
0.448,0.448,78,study,home,,-1,77.0
0.698,0.16,35,personal,store,21:18,5.3,41.5
0.296,0.678,19,errand,outdoor,,-1,40.6
0.903,0.725,116,work,office,21:45,14.75,185.6
0.383,0.651,101,work,home,,-1,116.7
0.624,0.807,25,health,home,19:30,8.5,32.6
0.795,0.876,46,study,home,,-1,59.8
0.403,0.152,134,social,outdoor,,-1,147.7
0.736,0.49,66,study,office,,-1,94.4
0.36,0.415,44,errand,store,,-1,56.5
0.403,0.286,70,personal,cafe,,-1,76.8
0.645,0.318,88,study,office,17:15,-2.75,0.0
0.512,0.497,57,work,cafe,16:45,0.75,61.7
0.249,0.709,35,work,office,19:00,-3.0,0.0
0.592,0.667,92,study,office,,-1,117.0
0.177,0.714,43,study,home,,-1,39.2
0.536,0.333,119,study,office,10:30,-5.5,0.0
0.366,0.278,28,personal,cafe,09:18,0.3,28.6
0.022,0.594,32,errand,store,13:45,4.75,37.1
0.513,0.517,24,errand,home,,-1,15.3
0.16,0.697,88,personal,home,,-1,71.5
0.449,0.569,143,social,outdoor,22:45,13.75,165.5
0.534,0.659,107,study,office,,-1,124.6
0.211,0.408,34,errand,outdoor,,-1,48.7
0.776,0.794,46,health,outdoor,,-1,90.7
0.913,0.928,21,personal,home,12:45,4.75,31.2
0.694,0.206,88,study,office,,-1,115.4
0.237,0.188,62,personal,cafe,17:15,7.25,55.6
0.429,0.348,74,personal,home,22:30,10.5,70.3
0.572,0.572,111,work,office,08:15,-11.75,0.0
0.751,0.245,35,work,cafe,,-1,47.2
0.537,0.556,96,work,cafe,13:00,1.0,103.3
0.764,0.614,72,work,home,10:45,4.75,86.4
0.948,0.315,58,work,office,15:00,7.0,104.2
0.455,0.729,13,errand,home,,-1,13.7
0.428,0.372,80,personal,home,,-1,71.1
0.195,0.398,41,errand,store,13:00,-9.0,0.0
0.571,0.311,42,errand,outdoor,14:15,-5.75,0.0
0.134,0.279,86,personal,cafe,,-1,76.2
0.585,0.785,20,health,home,,-1,23.8
0.278,0.575,85,personal,store,16:15,-0.75,0.0
0.422,0.567,36,study,cafe,13:18,3.3,51.7
0.767,0.718,47,health,gym,,-1,84.4
0.323,0.497,62,personal,cafe,,-1,65.2
0.562,0.12,83,personal,cafe,,-1,71.4
0.323,0.193,28,errand,home,20:18,10.3,20.5
0.305,0.915,46,study,office,09:30,0.5,55.1
0.091,0.287,44,personal,home,,-1,35.3
0.113,0.485,41,errand,outdoor,11:45,-3.25,0.0
0.372,0.359,77,study,cafe,22:45,11.75,93.3
0.46,1.0,25,health,outdoor,12:45,5.75,58.3
0.67,0.27,42,personal,home,20:18,7.3,31.3
0.551,0.458,68,work,home,,-1,74.6
0.522,0.577,96,study,office,,-1,110.7
0.204,0.246,30,personal,home,,-1,23.7
0.772,0.522,114,work,office,15:18,-5.7,0.0
0.108,0.186,36,personal,store,23:45,8.75,31.8
0.376,0.766,54,personal,home,,-1,49.4
0.462,0.0,45,study,home,12:45,-4.25,0.0
0.625,0.81,93,social,home,20:45,0.75,81.6
0.299,0.568,15,errand,outdoor,15:00,-5.0,0.0
0.275,0.212,112,social,outdoor,20:18,4.3,121.5
0.39,0.044,24,personal,cafe,12:15,-0.75,0.0
0.453,0.576,132,social,cafe,,-1,144.8
0.676,0.146,80,social,outdoor,15:15,-6.75,0.0
0.514,0.3,126,social,cafe,,-1,139.0
0.621,0.304,20,errand,outdoor,11:15,-6.75,0.0
0.799,0.459,35,work,office,,-1,60.2
0.249,0.253,32,personal,home,,-1,26.1
0.311,0.189,88,social,outdoor,23:18,1.3,94.0
0.824,0.494,108,work,office,,-1,156.9
0.436,0.594,43,health,home,,-1,51.7
0.551,0.8,106,work,cafe,,-1,136.2
0.551,0.258,15,errand,home,21:15,6.25,17.4
0.67,0.657,33,work,home,,-1,36.8
0.584,0.585,108,work,home,,-1,125.6
0.295,0.546,21,errand,store,,-1,31.7
0.598,0.606,58,personal,cafe,11:30,-5.5,0.0
0.411,0.518,75,personal,home,13:00,6.0,70.9
0.493,0.789,58,study,cafe,,-1,79.7
0.396,0.847,92,work,cafe,15:18,-3.7,0.0
0.53,0.498,105,work,home,14:15,5.25,106.1
0.458,0.591,33,work,home,19:18,7.3,35.2
0.4,0.578,102,work,cafe,,-1,115.4
0.297,0.753,173,social,outdoor,,-1,202.4
0.881,0.561,94,study,office,15:00,8.0,140.3
0.433,0.858,98,study,office,,-1,130.5
0.399,0.418,84,personal,home,,-1,74.0
0.892,0.784,37,study,cafe,11:30,3.5,65.5
0.511,0.585,24,errand,store,11:00,-6.0,0.0
0.625,0.762,103,study,cafe,16:15,3.25,130.4
0.607,0.216,25,personal,cafe,18:45,1.75,34.0
0.225,0.489,38,errand,outdoor,23:18,2.3,57.2
0.846,0.551,99,social,outdoor,,-1,162.1
0.357,0.411,77,personal,store,20:30,8.5,77.9
0.222,0.201,125,social,cafe,23:45,9.75,114.5
0.201,0.335,26,errand,store,,-1,27.6
0.354,0.422,47,personal,store,,-1,51.3
0.77,0.727,87,work,office,21:15,11.25,130.1
0.779,0.74,56,health,gym,,-1,103.2
0.557,0.456,47,study,cafe,,-1,62.1
0.751,0.751,115,study,home,,-1,141.8
0.401,0.765,78,work,office,,-1,98.0
0.749,0.623,175,social,home,12:15,-7.75,0.0
0.268,0.349,41,errand,store,14:15,-7.75,0.0
0.477,0.308,45,work,cafe,20:15,13.25,53.1
0.645,0.657,94,work,office,,-1,116.4
0.477,0.098,75,work,home,11:18,-3.7,0.0
0.701,0.615,47,health,outdoor,,-1,78.3
0.38,0.517,135,social,outdoor,15:00,2.0,144.7
0.853,0.789,51,health,outdoor,16:00,-5.0,0.0
0.169,0.342,81,personal,store,11:00,5.0,73.7
0.713,0.647,115,work,home,,-1,140.5
0.506,0.499,60,study,home,17:18,3.3,65.6
0.586,0.536,57,personal,store,12:18,1.3,60.3
0.379,0.348,155,social,cafe,17:15,3.25,162.2
0.033,0.647,64,study,cafe,23:00,2.0,65.1
0.608,0.412,59,study,home,19:45,12.75,62.1
0.333,0.555,102,work,cafe,,-1,121.9
0.655,0.774,46,study,cafe,,-1,66.6
0.59,0.267,67,study,office,20:30,0.5,62.9
0.86,0.813,71,study,cafe,,-1,104.4
1.0,0.851,114,study,cafe,22:30,16.5,181.2
0.663,0.293,35,health,home,14:18,-6.7,0.0
0.345,0.594,65,personal,store,12:00,-8.0,0.0
0.373,0.554,80,work,cafe,,-1,103.8
0.337,0.424,17,errand,store,18:45,9.75,23.6
0.256,0.406,44,personal,cafe,12:15,3.25,40.3
0.65,0.477,109,work,cafe,,-1,135.4
0.713,0.559,49,work,home,,-1,58.7
0.88,0.787,29,health,gym,15:00,-6.0,0.0
0.555,0.621,36,health,gym,23:45,17.75,56.4
0.55,0.769,43,health,gym,11:45,-4.25,0.0
0.648,0.362,28,personal,store,21:18,1.3,34.0
0.792,0.378,46,work,office,13:18,2.3,79.5
0.311,0.704,13,errand,outdoor,09:45,0.75,32.6
0.703,0.85,47,study,cafe,18:18,10.3,72.2
0.71,1.0,43,health,outdoor,19:18,6.3,96.4
0.412,0.434,109,work,office,,-1,134.4
0.714,0.457,83,study,home,,-1,92.9
0.069,0.694,45,errand,store,16:15,-2.75,0.0
0.054,0.817,89,study,office,,-1,96.1
0.546,0.348,79,study,office,,-1,100.9
0.754,0.383,48,work,cafe,20:45,4.75,61.5
0.512,0.798,53,work,home,11:45,4.75,66.3
0.793,0.586,101,work,cafe,14:45,0.75,101.0
0.217,0.287,17,errand,outdoor,,-1,41.1
0.473,0.645,99,study,cafe,,-1,110.0
0.689,0.372,39,work,cafe,,-1,57.4
0.402,0.25,16,personal,store,,-1,21.6
0.423,0.254,39,personal,store,,-1,40.9
0.573,0.524,31,study,cafe,18:30,-1.5,0.0
0.553,0.321,84,personal,cafe,,-1,82.5
0.102,0.543,117,social,outdoor,11:45,0.75,0.0
0.668,0.908,55,health,outdoor,,-1,102.8
0.702,0.521,31,errand,home,,-1,32.8
0.526,0.438,35,personal,store,23:15,10.25,40.4
0.495,0.523,34,work,office,19:15,9.25,45.1
0.576,0.385,76,work,cafe,20:30,8.5,94.5
0.651,0.722,100,study,cafe,,-1,125.6
0.511,0.539,64,personal,cafe,,-1,65.5
